Date,City,Country,co,no2,o3,pm10,pm25,so2
1/16/2019,Nanning,CN,9.1,12.4,12.2,28,65,4.1
1/16/2019,Nara-shi,JP,6.7,12.1,20.8,19,57,4.3
1/16/2019,Nashik,IN,10.9,23.6,7.5,73,151,2.6
1/16/2019,Newcastle,AU,3.4,8.4,13.6,28,41,2.9
1/16/2019,Newport,GB,2.2,8.3,26.9,7,17,1.1
1/16/2019,Nicosia,CY,2.3,10.3,20.8,8,17,1.7
1/16/2019,Niigata,JP,4.5,3.8,32,16,57,5.8
1/16/2019,Ningbo,CN,5.5,13.3,19.5,42,80,4.6
1/16/2019,Novi Sad,RS,3.4,21.3,25,12,38,5.2
1/16/2019,Okayama,JP,4.5,8.4,26.4,12,50,5.8
1/16/2019,Osaka,JP,6.7,17.6,23.3,17,59,2.9
1/16/2019,Oviedo,ES,0.1,12.2,8.2,25,80,4.7
1/16/2019,Pachuca de Soto,MX,7.3,0.5,19.5,29,25,3
1/16/2019,Paris,FR,0.1,21.1,17.9,25,54,0.6
1/16/2019,Perth,AU,2,3.4,0,21,37,2.9
1/16/2019,Phoenix,US,6.7,17.6,6.4,13,39,0.1
1/16/2019,Pohang,KR,4.5,10.2,21.6,35,38,4.3
1/16/2019,Potsdam,DE,0.1,6.4,18,13,48,0.6
1/16/2019,Pécs,HU,4.8,10.7,17.8,14,34,1.3
1/16/2019,Płock,PL,2.7,6.5,16.4,18,58,1.5
1/16/2019,Qingdao,CN,0.1,18.3,9.4,54,87,6.6
1/16/2019,Qinhuangdao,CN,12.3,22,9.4,52,85,12.2
1/16/2019,Qiqihar,CN,5.5,8.7,20.4,39,70,9.7
1/16/2019,Raleigh,US,4.3,13.9,15.2,18,42,1.5
1/16/2019,Rayong,TH,0.1,8.1,6.7,54,109,1.6
1/16/2019,Rijeka,HR,0.1,6,20.5,6,51,5.7
1/16/2019,Rome,IT,0.1,26.1,6.1,37,78,0.9
1/16/2019,Saitama,JP,5.6,16.7,27.2,14,57,1.5
1/16/2019,Samsun,TR,4.3,11.5,14.3,24,30,3.6
1/16/2019,Samut Prakan,TH,0.1,14.4,3.6,58,107,2.7
1/16/2019,Sanandaj,IR,0,0,0,0,0,0
1/16/2019,Santiago,CL,3.6,9.8,12.1,47,53,1.9
1/16/2019,Sapporo,JP,3.4,12.1,24.1,8,25,4.3
1/16/2019,Sarajevo,BA,8.1,27.9,12.2,115,181,35
1/16/2019,Sejong,KR,8.9,18.6,11.2,51,63,7.2
1/16/2019,Sendai,JP,0.1,8.4,28.9,9,34,10
1/16/2019,Seongnam-si,KR,5.6,26,8.8,59,70,5.8
1/16/2019,Seoul,KR,5.6,24.1,11.2,42,61,5.8
1/16/2019,Shanghai,CN,4.6,16.5,18.7,45,78,4.1
1/16/2019,Shantou,CN,9.4,9.6,8.2,27,65,4.1
1/16/2019,Shenyang,CN,10,22,7.4,66,109,13.2
1/16/2019,Shenzhen,CN,9,14.7,11,38,72,3.6
1/16/2019,Shijiazhuang,CN,14.5,27.5,4.1,100,154,22.3
1/16/2019,Shizuoka,JP,4.5,7.5,29.6,11,42,1.5
1/16/2019,Skopje,MK,0.1,15.8,6.9,54,84,2.5
1/16/2019,Strasbourg,FR,0.1,19.2,10.2,24,55,1.6
1/16/2019,Suncheon,KR,4.5,7.5,24.8,23,34,4.3
1/16/2019,Surrey,CA,0.1,9.6,0.5,12,33,0.5
1/16/2019,Suwon,KR,4.5,21.3,11.2,48,63,5.8
1/16/2019,Suzhou,CN,8.2,18.3,11.8,59,89,5.6
1/16/2019,Swansea,GB,10.6,11.9,22,10,30,5.8
1/16/2019,Sydney,AU,3.4,9.3,16,29,40,2.9
1/16/2019,Szeged,HU,2.6,8.5,10,11,34,4.4
1/16/2019,São José dos Campos,BR,1,5.5,25.2,19,34,1.1
1/16/2019,São Paulo,BR,4.6,18.8,20.4,24,59,1.1
1/16/2019,Tabriz,IR,0,0,0,0,0,0
1/16/2019,Taichung,TW,5.4,12.1,24.1,18,50,2.9
1/16/2019,Tainan,TW,5.6,13,22.4,42,82,1.5
1/16/2019,Taipei,TW,5.2,14.9,28.9,13,30,2.9
1/16/2019,Taitung City,TW,5.4,4.7,27.2,10,21,1.5
1/16/2019,Taiyuan,CN,11.8,27.9,5.7,77,119,25.4
1/16/2019,Takamatsu,JP,4.5,7.5,30.4,16,53,4.3
1/16/2019,Talca,CL,4,3.9,11.4,35,30,1.3
1/16/2019,Taoyuan City,TW,5.2,13.9,32,15,34,2.9
1/16/2019,Tarnów,PL,5.1,21.3,8.6,22,70,7.5
1/16/2019,Tehran,IR,0,0,0,0,0,0
1/16/2019,Tepic,MX,5.4,10.6,7.4,41,50,9
1/16/2019,Tokyo,JP,5.6,17.6,24.8,12,50,1.5
1/16/2019,Toluca,MX,8.1,18.6,20.8,52,95,7.2
1/16/2019,Toyama,JP,5.6,7.5,24.8,20,61,1.5
1/16/2019,Trabzon,TR,2.9,18.3,17.9,25,42,5.1
1/16/2019,Tucson,US,3.6,12.7,12.1,16,21,0.2
1/16/2019,Ulsan,KR,5.6,14.9,21.6,31,42,4.3
1/16/2019,Utrecht,NL,1.7,10.9,13.8,15,39,0.3
1/16/2019,Utsunomiya,JP,4.5,13,23.3,16,55,1.5
1/16/2019,Vancouver,CA,0.1,11.1,0.7,16,40,0.5
1/16/2019,Vereeniging,ZA,5.9,4.6,11,54,91,3.1
1/16/2019,Warsaw,PL,6.5,12.4,10.9,24,65,6.2
1/16/2019,Wollongong,AU,3.4,6.5,17.6,38,51,1.5
1/16/2019,Wrocław,PL,4.7,10.7,17.6,14,47,2
1/16/2019,Wuhan,CN,8.7,21.1,9.8,67,97,4.1
1/16/2019,Wuxi,CN,8.2,12.8,14.7,58,95,5.1
1/16/2019,Xiamen,CN,6.7,6,27.3,20,46,2.6
1/16/2019,Xining,CN,16.3,25.2,10.6,63,119,9.2
1/16/2019,Xinxiang,CN,9,27.5,6.5,86,132,10.7
1/16/2019,Xi’an,CN,7.5,21.5,7,60,89,8.2
1/16/2019,Xuchang,CN,7.3,19.2,11.4,81,122,6.6
1/16/2019,Yazd,IR,0,0,0,0,0,0
1/16/2019,Yeosu,KR,5.6,8.4,21.6,25,38,4.3
1/16/2019,Yinchuan,CN,16.3,24.7,6.5,62,109,23.4
1/16/2019,Yokohama,JP,4.5,12.1,26.4,11,42,2.9
1/16/2019,Yunfu,CN,10.3,13.3,13,27,59,7.1
1/16/2019,Zhengzhou,CN,7.3,25.6,6.5,94,117,8.2
1/16/2019,Zhuzhou,CN,7.3,18.8,4.9,68,152,3.6
1/16/2019,Ürümqi,CN,17.2,33.9,7.8,62,168,5.1
1/16/2019,İzmit,TR,12.7,11.9,17.9,20,30,4.6
1/16/2019,Łódź,PL,3.3,7.8,18.5,19,74,2.5
1/16/2019,Ōita,JP,4.5,4.7,32,14,46,2.9
1/17/2019,Adapazarı,TR,12,17.4,11.8,43,72,22.8
1/17/2019,Adelaide,AU,0.2,0.1,0,12,9,0.1
1/17/2019,Aguascalientes,MX,6.8,11.8,395,28,1,9
1/17/2019,Akita,JP,2.3,3.8,29.6,10,50,1.5
1/17/2019,Albuquerque,US,1.7,17.6,20,24,27,1.5
1/17/2019,Amsterdam,NL,2.2,10.4,19.7,9,18,0.1
1/17/2019,Andong,KR,2.3,7.5,24.1,50,61,8.6
1/17/2019,Ankara,TR,6.2,19.2,3.7,31,46,6.6
1/17/2019,Anyang,CN,17.8,29.8,4.5,100,164,20.3
1/17/2019,Atlanta,US,3.6,16.7,8,24,57,0.6
1/17/2019,Bangkok,TH,0.1,17.9,7.5,60,129,1.6
1/17/2019,Beijing,CN,10.9,33,2.5,64,129,6.1
1/17/2019,Belfast,GB,0.5,27.9,13,11,38,7.1
1/17/2019,Belgrade,RS,10.1,20.9,13.2,51,120,8.5
1/17/2019,Bengaluru,IN,7,18.6,15.9,79,156,2.8
1/17/2019,Berlin,DE,0.1,11.5,17.9,15,43,0.3
1/17/2019,Bhopal,IN,9.1,14.7,7.7,124,167,8.8
1/17/2019,Bilbao,ES,0.1,8.7,18.3,12,41,2.6
1/17/2019,Bogotá,CO,5.5,4.6,5.9,28,55,0.5
1/17/2019,Brescia,IT,0.1,32,5.3,53,129,2.1
1/17/2019,Brisbane,AU,0.1,0.1,0.1,14,23,0.1
1/17/2019,Bristol,GB,2.2,19.3,13,18,25,0.7
1/17/2019,Brussels,BE,0.1,8.3,17.9,9,27,0.6
1/17/2019,Budapest,HU,9.9,17.1,3.3,28,58,2.9
1/17/2019,Bursa,TR,48.1,19.2,4.9,113,158,10.7
1/17/2019,Busan,KR,4.5,12.1,22.4,30,65,5.8
1/17/2019,Bydgoszcz,PL,2.6,8.2,13.5,21,57,2
1/17/2019,Calama,CL,4.5,5,15,38,32,0.5
1/17/2019,Cardiff,GB,2.2,17.9,16.3,18,25,0.7
1/17/2019,Changchun,CN,7.3,18.3,22.8,44,85,10.7
1/17/2019,Changsha,CN,10.9,21.5,4.9,65,153,4.1
1/17/2019,Changwon,KR,4.5,13,20,30,59,5.8
1/17/2019,Changzhou,CN,9.1,29.3,4.1,82,162,5.6
1/17/2019,Chengdu,CN,8.3,29.3,4.1,91,170,4.6
1/17/2019,Cheongju-si,KR,5.6,24.1,13.6,39,74,5.8
1/17/2019,Chiang Mai,TH,0.1,7,9.9,27,73,1.1
1/17/2019,Chiba,JP,5.6,17.6,19.2,13,50,4.3
1/17/2019,Chihuahua,MX,10.6,19.2,23.6,37,54,3.8
1/17/2019,Chon Buri,TH,0.1,13.3,12.3,65,134,2.2
1/17/2019,Chongqing,CN,8.2,20.6,10.6,65,153,4.1
1/17/2019,Chuncheon,KR,6.7,27.8,10.4,40,65,7.2
1/17/2019,Concepción,CL,8,5.7,5.6,40,40,4.4
1/17/2019,Cuernavaca,MX,11.8,15.1,10.4,28,74,7.9
1/17/2019,Daegu,KR,6.7,19.5,14.5,37,74,5.8
1/17/2019,Daejeon,KR,5.6,16.7,12.8,40,63,4.3
1/17/2019,Darwin,AU,5.1,0.8,4.6,6,8,0.2
1/17/2019,Delhi,IN,22.3,32.6,3.8,404,383,9.6
1/17/2019,Denver,US,3.7,17.4,6.1,21,21,0.6
1/17/2019,Dongguan,CN,12,12.8,21.2,35,85,4.1
1/17/2019,Donostia / San Sebastián,ES,0.1,17,22.8,13,49,1.1
1/17/2019,Douliu,TW,4.3,9.3,23.3,39,57,2.9
1/17/2019,Edinburgh,GB,2.9,16,21.1,14,21,0.6
1/17/2019,Erzurum,TR,11.7,13.3,20.8,35,98,4.6
1/17/2019,Foshan,CN,11.8,17,12.6,43,85,4.1
1/17/2019,Fukuoka,JP,3.4,9.3,22.4,11,42,2.9
1/17/2019,Fushun,CN,10.9,21.1,11.4,91,167,10.7
1/17/2019,Fuzhou,CN,9.2,11.5,24,40,89,2.1
1/17/2019,Gasteiz / Vitoria,ES,0.1,15.1,19.1,15,51,1.1
1/17/2019,Gdańsk,PL,2.6,3.8,19.6,7,22,1.4
1/17/2019,Gifu-shi,JP,3.4,5.6,24.1,10,38,2.9
1/17/2019,Guadalajara,MX,7.2,16.1,17.6,33,65,4.3
1/17/2019,Guangzhou,CN,11.4,17.9,17.5,37,85,3.6
1/17/2019,Guiyang,CN,8.2,12.4,18.7,65,152,8.7
1/17/2019,Gwangju,KR,5.6,20.4,12.1,34,70,4.3
1/17/2019,Győr,HU,5,13.4,9.1,30,41,1.3
1/17/2019,Haarlem,NL,2,3.7,27.3,14,19,0.1
1/17/2019,Haifa,IL,2.3,4.8,28.9,19,29,0.9
1/17/2019,Haikou,CN,9.9,6.9,16.3,39,85,3.6
1/17/2019,Hamburg,DE,0.1,11,22.8,14,38,1.6
1/17/2019,Hangzhou,CN,9.1,21.1,4.1,74,155,4.6
1/17/2019,Harbin,CN,7.4,10.6,18.7,30,61,11.2
1/17/2019,Hefei,CN,7.3,28.8,4.1,78,151,5.1
1/17/2019,Hegang,CN,3.7,1,27.3,29,63,4.1
1/17/2019,Hiroshima,JP,4.5,12.1,19.2,10,34,1.5
1/17/2019,Hong Kong,HK,11.7,22.8,10,30,70,2.1
1/17/2019,Hsinchu,TW,4,7.5,28.1,34,61,2.9
1/17/2019,Hyderabad,IN,7.1,20.6,8.7,109,163,4.2
1/17/2019,Hāpur,IN,16.7,25.7,5.4,219,345,5.5
1/17/2019,Incheon,KR,6.7,28.8,9.6,40,70,7.2
1/17/2019,Istanbul,TR,12.4,22,7,33,65,6.6
1/17/2019,Jacksonville,US,8.2,9.2,7.4,23,55,0.6
1/17/2019,Jaipur,IN,8.2,12.2,14.3,85,153,6.2
1/17/2019,Jeju City,KR,4.5,13.9,28.9,21,55,4.3
1/17/2019,Jeonju,KR,6.7,17.6,12.1,42,87,5.8
1/17/2019,Jieyang,CN,12.7,12.4,10.6,34,65,5.1
1/17/2019,Jinan,CN,0.1,24.7,11.4,80,129,10.7
1/17/2019,Johannesburg,ZA,9.8,3.7,6.9,30,63,3.1
1/17/2019,Kagoshima,JP,2.3,4.7,24.8,9,34,2.9
1/17/2019,Kanazawa,JP,2.3,5.6,30.4,8,25,2.9
1/17/2019,Kaohsiung,TW,6,18.6,11.2,47,91,2.9
1/17/2019,Karaj,IR,0,0,0,0,0,0
1/17/2019,Katowice,PL,3.2,9.7,18.9,19,63,4.4
1/17/2019,Kecskemét,HU,1.3,6.3,22.4,16,16,4.2
1/17/2019,Keelung,TW,3.9,4.7,31.2,23,46,2.9
1/17/2019,Kobe,JP,3.4,11.2,24.1,10,46,1.5
1/17/2019,Kochi,JP,3.4,8.4,16,9,34,1.5
1/17/2019,Kolkata,IN,10,34,2.6,185,239,11.9
1/17/2019,Kraków,PL,10.7,22.3,14,25,71,3.1
1/17/2019,Kumamoto,JP,2.3,8.4,18.4,12,42,2.9
1/17/2019,Kunming,CN,8.8,18.3,21.2,51,80,7.1
1/17/2019,Kyoto,JP,5.6,13.9,21.6,14,50,2.9
1/17/2019,Kütahya,TR,11.5,31.1,2.9,51,68,35
1/17/2019,Lampang,TH,0.1,2.9,7.1,42,89,1.1
1/17/2019,Lanzhou,CN,14.5,28.4,4.1,72,147,17.8
1/17/2019,Las Vegas,US,0.1,3.7,10.6,8,14,0.1
1/17/2019,Leeds,GB,4.3,16.2,17.2,14,24,2
1/17/2019,Lhasa,CN,6.4,11.5,19.5,27,53,3.1
1/17/2019,Lima,PE,19.3,13.3,4.1,47,52,15.5
1/17/2019,Livorno,IT,0.1,24.3,24.4,13,25,1.7
1/17/2019,Liège,BE,0.1,8.3,20.4,5,18,1.1
1/17/2019,London,GB,9.1,20.7,9.2,12,34,1.6
1/17/2019,Macau,MO,9.1,13.5,12.4,45,86,1.6
1/17/2019,Madrid,ES,0.1,30.7,3.3,40,93,5.6
1/17/2019,Marseille,FR,0.1,15.6,9,25,63,1.1
1/17/2019,Matsuyama,JP,5.6,6.5,27.2,9,34,2.9
1/17/2019,Melbourne,AU,3.4,18.6,12.8,38,39,2.9
1/17/2019,Metz,FR,2.8,6,23,13,25,0.7
1/17/2019,Mexico City,MX,8.9,24.1,15.5,49,85,8.6
1/17/2019,Middelburg,ZA,3.1,3.2,7.8,14,21,2.6
1/17/2019,Milan,IT,0.1,29.3,3.7,50,104,1.6
1/17/2019,Miskolc,HU,8,12.3,3.1,47,104,3.5
1/17/2019,Mokpo,KR,7.8,13,16.8,30,59,5.8
1/17/2019,Monterrey,MX,0,0,0,0,0,0
1/17/2019,Morelia,MX,13.2,14.9,15.5,25,55,5.7
1/17/2019,Mumbai,IN,26.6,25.9,12.4,136,169,14.8
1/17/2019,Muzaffarnagar,IN,18.2,37.9,3.5,279,356,6.2
1/17/2019,Nagoya,JP,4.5,10.2,23.3,12,46,2.9
1/17/2019,Naha,JP,3.4,4.7,32,8,17,1.5
1/17/2019,Nanchang,CN,12.7,20.6,7.8,86,161,3.6
1/17/2019,Nancy,FR,1,14.2,22.8,9,21,1.3
1/17/2019,Nanjing,CN,8.2,26.1,7.8,83,152,5.6
1/17/2019,Nanning,CN,10,11.9,14.3,31,74,4.1
1/17/2019,Nantes,FR,0.1,13.6,18.3,11,19,0.6
1/17/2019,Nara-shi,JP,4.5,8.4,24.1,11,42,4.3
1/17/2019,Nashik,IN,7.8,19.2,14.2,69,133,2.2
1/17/2019,Newport,GB,2.2,11.9,23.6,13,17,0.7
1/17/2019,Nicosia,CY,3.7,18.1,18,20,33,2.9
1/17/2019,Niigata,JP,3.4,3.8,27.2,7,25,1.5
1/17/2019,Ningbo,CN,9.1,26.1,10.2,82,163,6.1
1/17/2019,Novi Sad,RS,2.5,3.9,32.3,8,31,6.5
1/17/2019,Okayama,JP,3.4,10.2,24.1,10,42,5.8
1/17/2019,Osaka,JP,4.5,13.9,22.4,11,42,2.9
1/17/2019,Oviedo,ES,0.1,8,19.5,13,38,2.6
1/17/2019,Pachuca de Soto,MX,7,0.8,17,31,39,2.5
1/17/2019,Paris,FR,0.1,17.6,15.8,13,33,0.9
1/17/2019,Phoenix,US,6.2,16.7,7.3,16,30,0.1
1/17/2019,Pohang,KR,4.5,10.2,22.4,29,57,4.3
1/17/2019,Potsdam,DE,0.1,6.9,19.3,11,42,0.6
1/17/2019,Pécs,HU,3.6,8.9,21.9,14,57,1.6
1/17/2019,Płock,PL,2.6,7,14.7,22,64,2.2
1/17/2019,Qingdao,CN,0.1,32,4.5,87,153,11.7
1/17/2019,Qinhuangdao,CN,11.5,27.5,4.9,61,119,16.3
1/17/2019,Qiqihar,CN,5.7,8.7,23.2,39,76,10.2
1/17/2019,Rayong,TH,0.1,8.1,6,58,134,1.1
1/17/2019,Rijeka,HR,0.1,2.6,26.1,12,29,5
1/17/2019,Rome,IT,0.1,19.7,9.4,23,65,0.4
1/17/2019,Saint-Denis,RE,0.1,2.5,10,19,40,1
1/17/2019,Saitama,JP,5.6,16.7,21.6,13,50,1.5
1/17/2019,Samsun,TR,4.3,11,11.8,25,30,5.6
1/17/2019,Samut Prakan,TH,0.1,19.6,9.5,61,114,2.7
1/17/2019,Sanandaj,IR,0,0,0,0,0,0
1/17/2019,Santiago,CL,4.6,9.8,11.2,43,51,1.5
1/17/2019,Sapporo,JP,2.3,13,22.4,6,21,4.3
1/17/2019,Sarajevo,BA,5.3,26.6,16.7,55,164,21.8
1/17/2019,Sejong,KR,8.9,19.5,14.5,41,72,5.8
1/17/2019,Sendai,JP,0.1,8.4,23.3,5,17,5.8
1/17/2019,Seongnam-si,KR,6.7,31.5,5.6,44,72,7.2
1/17/2019,Seoul,KR,6.7,34.3,5.6,40,72,7.2
1/17/2019,Shanghai,CN,10,33,5.3,78,162,6.1
1/17/2019,Shantou,CN,10.9,10.6,14.7,29,68,5.1
1/17/2019,Shenyang,CN,8.2,25.6,6.5,60,132,12.2
1/17/2019,Shenzhen,CN,10.7,14.2,15.9,43,78,3.6
1/17/2019,Shijiazhuang,CN,12.8,28.4,5.3,93,153,26.4
1/17/2019,Shizuoka,JP,3.4,7.5,27.2,9,30,1.5
1/17/2019,Skopje,MK,0.1,20.5,3.7,111,151,1.9
1/17/2019,Strasbourg,FR,0.1,12.8,23.6,12,30,1.6
1/17/2019,Suncheon,KR,4.5,8.4,24.8,21,55,4.3
1/17/2019,Surrey,CA,0.1,6.6,6.5,11,14,0.3
1/17/2019,Suwon,KR,5.6,24.1,8.8,40,74,5.8
1/17/2019,Suzhou,CN,8.2,27.5,3.7,81,158,5.6
1/17/2019,Swansea,GB,9.1,10.6,20.8,10,25,0.6
1/17/2019,Sydney,AU,2.3,5.6,19.2,32,48,1.5
1/17/2019,Szeged,HU,3.1,8.5,11.9,22,45,8
1/17/2019,São José dos Campos,BR,1,6,23.2,11,42,1.1
1/17/2019,São Paulo,BR,4.6,18.8,19.9,19,46,0.6
1/17/2019,Tabriz,IR,0,0,0,0,0,0
1/17/2019,Taichung,TW,4.3,10.2,24.1,28,53,2.9
1/17/2019,Tainan,TW,4.6,12.1,19.2,45,70,2.9
1/17/2019,Taipei,TW,4.9,14.9,25.6,33,53,2.9
1/17/2019,Taitung City,TW,4.8,4.7,24.1,15,30,2.9
1/17/2019,Taiyuan,CN,14.6,31.1,4.9,85,151,31
1/17/2019,Takamatsu,JP,2.3,6.5,28.1,10,34,2.9
1/17/2019,Talca,CL,3.8,2.9,11.2,33,18,1.1
1/17/2019,Taoyuan City,TW,5,13.9,26.4,34,61,2.9
1/17/2019,Tarnów,PL,5.9,7.9,19.7,25,81,3.5
1/17/2019,Tehran,IR,0,0,0,0,0,0
1/17/2019,Tepic,MX,7.9,12.3,3.1,40,59,10
1/17/2019,Tokyo,JP,5.6,23.2,20,13,50,2.9
1/17/2019,Toluca,MX,9.1,21.3,15.2,52,91,7.2
1/17/2019,Toyama,JP,3.4,5.6,27.2,9,25,1.5
1/17/2019,Trabzon,TR,3.9,20.6,9,23,46,5.1
1/17/2019,Tucson,US,2.9,11.3,10.4,20,21,0.2
1/17/2019,Ulsan,KR,6.7,14.9,21.6,27,57,4.3
1/17/2019,Utrecht,NL,1.2,10.6,19.4,8,12,0.1
1/17/2019,Utsunomiya,JP,4.5,16.7,17.6,12,46,1.5
1/17/2019,Vancouver,CA,0.1,7,6,9,18,0.4
1/17/2019,Vereeniging,ZA,5.6,2.8,13,55,114,1.6
1/17/2019,Visakhapatnam,IN,7.4,7.3,50.7,107,176,5.2
1/17/2019,Warsaw,PL,5.4,10.3,11.7,26,71,6.8
1/17/2019,Wrocław,PL,5,14,14,21,57,2.2
1/17/2019,Wuhan,CN,14.5,33.4,3.7,94,168,5.1
1/17/2019,Wuxi,CN,11.8,27.5,3.3,88,158,6.6
1/17/2019,Xiamen,CN,7.6,8.3,31.3,44,89,3.1
1/17/2019,Xining,CN,20.8,25.2,10.2,63,129,17.3
1/17/2019,Xinxiang,CN,12.6,32.5,5.3,83,155,17.3
1/17/2019,Xi’an,CN,10.9,28.8,6.1,82,159,9.2
1/17/2019,Xuchang,CN,8.2,19.2,15.1,81,156,6.6
1/17/2019,Yazd,IR,0,0,0,0,0,0
1/17/2019,Yeosu,KR,6.7,7.5,21.6,22,50,4.3
1/17/2019,Yinchuan,CN,18.1,25.6,5.3,78,151,23.4
1/17/2019,Yokohama,JP,4.5,13.9,23.3,10,34,2.9
1/17/2019,Yunfu,CN,11.2,13.3,9.4,39,82,10.2
1/17/2019,Zhengzhou,CN,8.2,23.4,10.2,65,109,11.2
1/17/2019,Zhuzhou,CN,8.2,20.2,4.5,60,152,4.6
1/17/2019,Ürümqi,CN,18.1,32,6.5,83,186,4.1
1/17/2019,İzmit,TR,18.1,24.3,7.8,41,57,8.2
1/17/2019,Łódź,PL,3.7,8.9,14.1,24,87,3.7
1/17/2019,Ōita,JP,4.5,3.8,30.4,8,25,2.9
1/18/2019,Adapazarı,TR,14.6,13.8,19.9,36,59,28.4
1/18/2019,Adelaide,AU,0.2,0.1,0,9,9,0.1
1/18/2019,Aguascalientes,MX,7.3,9.7,395,20,41,9.3
1/18/2019,Albuquerque,US,0.3,3.8,32.8,7,8,1.5
1/18/2019,Amsterdam,NL,3.5,31.6,3.9,20,38,0.5
1/18/2019,Ankara,TR,7.1,28.4,4.9,40,72,6.1
1/18/2019,Antwerpen,BE,0.1,24.7,1.7,26,63,1.1
1/18/2019,Anyang,CN,21.1,36.2,3.7,116,184,20.8
1/18/2019,Atlanta,US,3,13,7.3,20,51,0.3
1/18/2019,Bangkok,TH,0.1,13.3,9.1,49,91,1.1
1/18/2019,Beijing,CN,15.4,40.3,2.1,85,160,9.2
1/18/2019,Belfast,GB,1.9,28.4,5.3,26,74,9.5
1/18/2019,Belgrade,RS,7.8,17.7,12,27,76,5.5
1/18/2019,Bengaluru,IN,7.3,13.5,19.3,85,160,2.7
1/18/2019,Berlin,DE,0.1,11.8,21,10,20,0.3
1/18/2019,Bhopal,IN,7.3,17.5,15,102,158,10.4
1/18/2019,Bilbao,ES,0.1,13.3,9.8,12,42,3.1
1/18/2019,Bogotá,CO,4.6,4.5,6,21,44,0.5
1/18/2019,Brescia,IT,0.1,28.8,10.2,44,114,2.6
1/18/2019,Brisbane,AU,0.1,0.1,0.1,13,21,0.1
1/18/2019,Bristol,GB,2.4,25,9.2,16,41,0.6
1/18/2019,Brussels,BE,0.1,24.3,3.7,19,57,0.6
1/18/2019,Budapest,HU,7.9,10.6,16.3,11,20,2.5
1/18/2019,Bursa,TR,42.8,13.3,4.9,75,139,10.2
1/18/2019,Busan,KR,5.6,21.3,20,43,82,7.2
1/18/2019,Bydgoszcz,PL,3.2,7,19.1,14,43,1.5
1/18/2019,Calama,CL,5.7,4.6,15.4,39,35,0.5
1/18/2019,Cardiff,GB,2.4,12.8,17.9,15,38,0.6
1/18/2019,Changchun,CN,9.1,25.2,22,53,114,12.2
1/18/2019,Changsha,CN,11.8,18.8,11,56,151,4.6
1/18/2019,Changwon,KR,6.7,19.5,17.6,47,76,5.8
1/18/2019,Changzhou,CN,12.7,34.8,4.5,90,171,6.6
1/18/2019,Charleroi,BE,0.1,17.4,3.7,19,57,0.6
1/18/2019,Chengdu,CN,8.2,21.5,6.5,75,161,3.1
1/18/2019,Cheongju-si,KR,10,34.3,4,63,144,8.6
1/18/2019,Chiang Mai,TH,0.1,7.5,7.1,39,95,1.1
1/18/2019,Chiba,JP,2.3,7.5,27.2,6,21,1.5
1/18/2019,Chihuahua,MX,9.3,12.2,28.6,26,42,1.5
1/18/2019,Chon Buri,TH,0.1,9.3,15.8,42,76,3.2
1/18/2019,Chongqing,CN,9.1,22.4,8.2,68,155,4.6
1/18/2019,Chuncheon,KR,10,34.3,5.6,49,78,7.2
1/18/2019,Concepción,CL,7.7,5.9,4.8,50,56,5
1/18/2019,Cuernavaca,MX,11.8,16.7,11.6,26,53,3.8
1/18/2019,Daegu,KR,8.9,31.5,7.3,58,117,8.6
1/18/2019,Daejeon,KR,8.9,28.8,4.8,60,102,5.8
1/18/2019,Darwin,AU,2.4,0.9,5,5,8,0.2
1/18/2019,Delhi,IN,15.2,26.7,2.6,230,286,7.4
1/18/2019,Denver,US,5.5,15.6,7.8,16,34,1.1
1/18/2019,Dongguan,CN,10.9,15.1,17.5,44,97,5.1
1/18/2019,Donostia / San Sebastián,ES,0.1,18.3,12.6,10,34,1.6
1/18/2019,Douliu,TW,4.4,11.2,28.1,56,95,4.3
1/18/2019,Edinburgh,GB,2.4,17,15.7,20,30,1.1
1/18/2019,Erzurum,TR,16.6,32,12.2,39,161,8.2
1/18/2019,Foshan,CN,11.8,26.6,8.2,56,102,4.1
1/18/2019,Fukuoka,JP,4.5,13,18.4,15,57,2.9
1/18/2019,Fushun,CN,8.2,21.5,11.8,59,119,13.7
1/18/2019,Fuzhou,CN,7.3,10.1,39.8,56,95,3.1
1/18/2019,Gasteiz / Vitoria,ES,0.1,14.7,17.5,12,30,1.6
1/18/2019,Gdańsk,PL,2.8,5.6,22.2,9,28,1.4
1/18/2019,Gent,BE,0.1,20.6,3.7,27,63,0.6
1/18/2019,Gifu-shi,JP,3.4,4.7,28.9,6,25,1.5
1/18/2019,Guadalajara,MX,6.5,13,11,32,55,3.9
1/18/2019,Guangzhou,CN,10.9,24.7,11,51,95,3.1
1/18/2019,Guiyang,CN,7.3,8.7,12.6,35,76,6.1
1/18/2019,Gwangju,KR,8.9,25.1,8,54,114,4.3
1/18/2019,Győr,HU,3.7,16.3,11.6,15,23,1.2
1/18/2019,Haarlem,NL,3.8,25.2,3.6,21,37,1.5
1/18/2019,Haifa,IL,2.3,8.1,22.4,18,42,1
1/18/2019,Haikou,CN,8.7,4.6,34.2,41,76,3.1
1/18/2019,Hamburg,DE,0.1,22,10.6,9,17,3.6
1/18/2019,Hangzhou,CN,10,24.7,4.1,87,159,4.6
1/18/2019,Harbin,CN,14.5,28.8,13,87,174,21.8
